Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
12:30 ,82 F,63 F,51 %,E,3 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-26
13:00,81 F,63 F,54 %,ENE,5 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-26
13:30,81 F,59 F,48 %,ENE,5 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-26
14:00,79 F,59 F,51 %,ENE,7 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-26
14:30,79 F,57 F,47 %,ENE,7 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-26
15:00,77 F,57 F,50 %,NE,7 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-26
02:00 ,66 F,55 F,68 %,CALM,0 mph,0 mph,28.14 in,0.0 in,Haze,02,2020-02-27
02:30 ,66 F,57 F,73 %,CALM,0 mph,0 mph,28.20 in,0.0 in,Haze,02,2020-02-27
03:30 ,75 F,55 F,50 %,VAR,3 mph,0 mph,28.20 in,0.0 in,Haze,02,2020-02-27
04:00 ,79 F,55 F,44 %,E,5 mph,0 mph,28.22 in,0.0 in,Fair,02,2020-02-27
04:30 ,81 F,54 F,39 %,E,6 mph,0 mph,28.22 in,0.0 in,Fair,02,2020-02-27
05:00 ,82 F,52 F,35 %,ESE,8 mph,0 mph,28.22 in,0.0 in,Fair,02,2020-02-27
05:30 ,84 F,52 F,33 %,E,6 mph,0 mph,28.22 in,0.0 in,Fair,02,2020-02-27
05:30 ,84 F,54 F,35 %,E,7 mph,0 mph,28.20 in,0.0 in,Fair,02,2020-02-27
06:00 ,84 F,52 F,33 %,E,8 mph,0 mph,28.22 in,0.0 in,Fair,02,2020-02-27
06:00 ,84 F,55 F,37 %,E,6 mph,0 mph,28.17 in,0.0 in,Fair,02,2020-02-27
06:30 ,86 F,55 F,35 %,ESE,7 mph,0 mph,28.17 in,0.0 in,Fair,02,2020-02-27
07:00 ,86 F,57 F,37 %,ESE,6 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
07:30 ,86 F,54 F,33 %,NNW,5 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
08:00 ,86 F,57 F,37 %,ENE,8 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-27
08:30 ,88 F,61 F,40 %,E,6 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-27
09:00 ,88 F,61 F,40 %,E,5 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
09:30 ,88 F,59 F,38 %,E,6 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
10:00 ,86 F,59 F,40 %,E,7 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
10:30 ,86 F,57 F,37 %,ESE,8 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
11:00 ,86 F,57 F,37 %,ESE,7 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
11:30 ,84 F,57 F,40 %,E,3 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
12:00 ,84 F,55 F,37 %,E,6 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-27
12:30 ,82 F,54 F,37 %,E,6 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-27
13:00,81 F,54 F,39 %,ENE,6 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-27
13:30,79 F,54 F,42 %,E,5 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-27
14:00,79 F,54 F,42 %,E,5 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
14:30,79 F,55 F,44 %,ENE,6 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
15:00,77 F,54 F,44 %,ENE,5 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
15:30,77 F,54 F,44 %,NE,3 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-27
02:00 ,70 F,70 F,100 %,ESE,6 mph,0 mph,28.14 in,0.0 in,Fog,02,2020-02-28
02:30 ,72 F,70 F,94 %,E,5 mph,0 mph,28.14 in,0.0 in,Fog,02,2020-02-28
03:00 ,72 F,70 F,94 %,E,3 mph,0 mph,28.17 in,0.0 in,Fog,02,2020-02-28
03:30 ,73 F,70 F,88 %,ESE,6 mph,0 mph,28.17 in,0.0 in,Fog,02,2020-02-28
04:00 ,77 F,72 F,83 %,ESE,7 mph,0 mph,28.17 in,0.0 in,Fog,02,2020-02-28
04:30 ,79 F,72 F,78 %,ESE,6 mph,0 mph,28.17 in,0.0 in,Partly Cloudy,02,2020-02-28
05:00 ,81 F,70 F,70 %,ESE,6 mph,0 mph,28.17 in,0.0 in,Fair,02,2020-02-28
05:30 ,81 F,68 F,65 %,E,12 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-28
05:30 ,82 F,66 F,58 %,E,8 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-28
06:00 ,84 F,64 F,51 %,E,9 mph,0 mph,28.14 in,0.0 in,Haze,02,2020-02-28
06:00 ,82 F,68 F,62 %,E,8 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-28
06:30 ,84 F,64 F,51 %,ENE,5 mph,0 mph,28.11 in,0.0 in,Haze,02,2020-02-28
07:00 ,86 F,64 F,48 %,E,7 mph,0 mph,28.11 in,0.0 in,Haze,02,2020-02-28
07:30 ,86 F,63 F,45 %,E,5 mph,0 mph,28.11 in,0.0 in,Haze,02,2020-02-28
08:00 ,86 F,63 F,45 %,ENE,6 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-28
08:30 ,88 F,61 F,40 %,VAR,3 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
09:00 ,88 F,63 F,43 %,E,7 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
09:30 ,88 F,61 F,40 %,E,6 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
10:00 ,88 F,61 F,40 %,VAR,3 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,02,2020-02-28
10:30 ,88 F,63 F,43 %,VAR,3 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-28
11:00 ,86 F,63 F,45 %,VAR,3 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-28
11:30 ,86 F,61 F,43 %,VAR,3 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
12:00 ,84 F,63 F,48 %,E,6 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
12:30 ,82 F,63 F,51 %,E,8 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
13:00,81 F,64 F,58 %,ESE,5 mph,0 mph,28.06 in,0.0 in,Fair,02,2020-02-28
13:30,81 F,64 F,58 %,E,5 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-28
14:00,79 F,66 F,65 %,ESE,5 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-28
14:30,79 F,64 F,61 %,ESE,7 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
15:00,79 F,64 F,61 %,ESE,8 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
15:30,79 F,63 F,57 %,E,7 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
16:00,77 F,63 F,61 %,E,2 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
16:30,77 F,63 F,61 %,E,5 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
17:00,77 F,63 F,61 %,E,2 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
17:30,77 F,63 F,61 %,ENE,6 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-28
02:00 ,72 F,70 F,94 %,ESE,6 mph,0 mph,28.11 in,0.0 in,Fog,02,2020-02-29
02:30 ,72 F,70 F,94 %,SE,6 mph,0 mph,28.11 in,0.0 in,Fog,02,2020-02-29
03:00 ,72 F,70 F,94 %,SE,6 mph,0 mph,28.14 in,0.0 in,Fog,02,2020-02-29
03:30 ,73 F,70 F,88 %,SE,6 mph,0 mph,28.14 in,0.0 in,Fog,02,2020-02-29
04:00 ,75 F,72 F,89 %,SSE,6 mph,0 mph,28.17 in,0.0 in,Fog,02,2020-02-29
04:30 ,77 F,70 F,78 %,SSE,6 mph,0 mph,28.17 in,0.0 in,Fog,02,2020-02-29
05:30 ,82 F,72 F,70 %,SSE,6 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-29
05:30 ,86 F,70 F,58 %,SE,7 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-29
06:00 ,84 F,70 F,62 %,SE,7 mph,0 mph,28.17 in,0.0 in,Haze,02,2020-02-29
06:00 ,88 F,68 F,52 %,SE,7 mph,0 mph,28.14 in,0.0 in,Fair,02,2020-02-29
06:30 ,88 F,68 F,52 %,SSE,5 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-29
07:00 ,88 F,66 F,49 %,ESE,6 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-29
07:30 ,90 F,66 F,46 %,SSW,5 mph,0 mph,28.09 in,0.0 in,Fair,02,2020-02-29
08:00 ,90 F,64 F,43 %,S,3 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,02,2020-02-29
08:30 ,90 F,63 F,40 %,E,3 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-29
09:00 ,90 F,66 F,46 %,E,3 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-29
09:30 ,88 F,66 F,49 %,E,6 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-29
10:00 ,88 F,66 F,49 %,CALM,0 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,02,2020-02-29
10:30 ,88 F,66 F,49 %,E,5 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,02,2020-02-29
11:00 ,86 F,66 F,51 %,SE,5 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,02,2020-02-29
11:30 ,86 F,66 F,51 %,E,5 mph,0 mph,28.03 in,0.0 in,Fair,02,2020-02-29
12:00 ,84 F,66 F,55 %,E,6 mph,0 mph,28.03 in,0.0 in,Fair,02,2020-02-29
12:30 ,82 F,66 F,58 %,E,7 mph,0 mph,28.03 in,0.0 in,Haze,02,2020-02-29
13:00,82 F,66 F,58 %,E,5 mph,0 mph,28.06 in,0.0 in,Haze,02,2020-02-29
13:30,81 F,66 F,61 %,E,6 mph,0 mph,28.06 in,0.0 in,Haze,02,2020-02-29
14:00,81 F,68 F,65 %,E,6 mph,0 mph,28.09 in,0.0 in,Haze,02,2020-02-29
14:30,79 F,68 F,69 %,E,6 mph,0 mph,28.09 in,0.0 in,Haze,02,2020-02-29
15:00,79 F,68 F,69 %,E,5 mph,0 mph,28.09 in,0.0 in,Haze,02,2020-02-29
15:30,79 F,68 F,69 %,E,7 mph,0 mph,28.11 in,0.0 in,Haze,02,2020-02-29
18:00,77 F,63 F,61 %,ESE,5 mph,0 mph,28.11 in,0.0 in,Fair,02,2020-02-29
02:00 ,70 F,68 F,94 %,E,2 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-01
02:30 ,70 F,68 F,94 %,ESE,5 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-01
03:00 ,72 F,70 F,94 %,SSE,6 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-01
03:30 ,75 F,72 F,89 %,ESE,5 mph,0 mph,28.17 in,0.0 in,Fog,03,2020-03-01
04:00 ,77 F,72 F,83 %,ESE,6 mph,0 mph,28.17 in,0.0 in,Fog,03,2020-03-01
04:30 ,81 F,72 F,74 %,SE,3 mph,0 mph,28.17 in,0.0 in,Fog,03,2020-03-01
05:00 ,82 F,72 F,70 %,SSE,6 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-01
05:30 ,84 F,72 F,66 %,ESE,7 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-01
05:30 ,86 F,68 F,55 %,S,3 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-01
06:00 ,84 F,70 F,62 %,S,6 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-01
06:00 ,86 F,68 F,55 %,VAR,5 mph,0 mph,28.14 in,0.0 in,Partly Cloudy,03,2020-03-01
06:30 ,90 F,66 F,46 %,SSW,7 mph,0 mph,28.11 in,0.0 in,Fair,03,2020-03-01
07:00 ,90 F,66 F,46 %,VAR,3 mph,0 mph,28.09 in,0.0 in,Fair,03,2020-03-01
07:30 ,90 F,64 F,43 %,VAR,2 mph,0 mph,28.09 in,0.0 in,Fair,03,2020-03-01
08:00 ,88 F,63 F,43 %,NE,6 mph,0 mph,28.06 in,0.0 in,Fair,03,2020-03-01
08:30 ,90 F,64 F,43 %,VAR,3 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-01
09:00 ,90 F,63 F,40 %,E,5 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-01
09:30 ,90 F,64 F,43 %,E,5 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-01
10:00 ,88 F,64 F,46 %,E,7 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-01
10:30 ,88 F,64 F,46 %,ESE,7 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-01
11:00 ,86 F,64 F,48 %,E,9 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-01
11:30 ,86 F,66 F,51 %,E,7 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-01
12:00 ,84 F,66 F,55 %,E,6 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-01
12:30 ,82 F,66 F,58 %,E,9 mph,0 mph,28.03 in,0.0 in,Haze,03,2020-03-01
13:00,81 F,68 F,65 %,E,8 mph,0 mph,28.03 in,0.0 in,Haze,03,2020-03-01
13:30,81 F,68 F,65 %,E,8 mph,0 mph,28.06 in,0.0 in,Haze,03,2020-03-01
15:00,72 F,70 F,94 %,ESE,3 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-01
15:30,72 F,66 F,83 %,CALM,0 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-01
02:00 ,73 F,70 F,88 %,CALM,0 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-02
02:30 ,73 F,70 F,88 %,E,5 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-02
03:00 ,75 F,70 F,83 %,E,5 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-02
03:30 ,77 F,72 F,83 %,CALM,0 mph,0 mph,28.17 in,0.0 in,Fog,03,2020-03-02
04:00 ,81 F,72 F,74 %,CALM,0 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-02
04:30 ,81 F,72 F,74 %,SSW,5 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-02
05:00 ,82 F,70 F,66 %,S,5 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-02
05:30 ,84 F,70 F,62 %,CALM,0 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-02
05:30 ,86 F,68 F,55 %,ESE,3 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-02
06:00 ,86 F,68 F,55 %,ESE,5 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-02
06:00 ,88 F,66 F,49 %,VAR,2 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-02
06:30 ,86 F,68 F,55 %,SW,5 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-02
07:00 ,88 F,64 F,46 %,WNW,5 mph,0 mph,28.11 in,0.0 in,Partly Cloudy,03,2020-03-02
07:30 ,88 F,64 F,46 %,W,3 mph,0 mph,28.09 in,0.0 in,Partly Cloudy,03,2020-03-02
08:00 ,90 F,63 F,40 %,E,3 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,03,2020-03-02
08:30 ,91 F,64 F,41 %,WSW,7 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,03,2020-03-02
09:00 ,91 F,63 F,38 %,WNW,5 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,03,2020-03-02
09:30 ,91 F,64 F,41 %,VAR,2 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-02
10:00 ,90 F,66 F,46 %,ENE,10 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-02
10:30 ,88 F,66 F,49 %,E,6 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-02
11:00 ,88 F,66 F,49 %,SE,6 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-02
11:30 ,86 F,66 F,51 %,ESE,5 mph,0 mph,28.03 in,0.0 in,Mostly Cloudy,03,2020-03-02
12:00 ,86 F,66 F,51 %,ESE,7 mph,0 mph,28.03 in,0.0 in,Mostly Cloudy,03,2020-03-02
12:30 ,84 F,66 F,55 %,ESE,6 mph,0 mph,28.06 in,0.0 in,Mostly Cloudy,03,2020-03-02
13:00,84 F,66 F,55 %,ESE,5 mph,0 mph,28.06 in,0.0 in,Mostly Cloudy,03,2020-03-02
13:30,82 F,68 F,62 %,ESE,5 mph,0 mph,28.09 in,0.0 in,Haze,03,2020-03-02
14:00,81 F,68 F,65 %,ESE,8 mph,0 mph,28.09 in,0.0 in,Partly Cloudy,03,2020-03-02
14:30,81 F,66 F,61 %,ESE,8 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-02
15:00,81 F,68 F,65 %,ESE,6 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-02
15:30,79 F,70 F,74 %,ESE,6 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-02
02:00 ,72 F,68 F,88 %,CALM,0 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-03
02:30 ,73 F,70 F,88 %,S,2 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-03
03:00 ,77 F,72 F,83 %,CALM,0 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-03
03:30 ,79 F,72 F,78 %,SSE,6 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-03
04:00 ,81 F,70 F,70 %,S,3 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-03
04:30 ,81 F,70 F,70 %,S,5 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-03
05:00 ,84 F,72 F,66 %,S,3 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-03
05:30 ,86 F,70 F,58 %,VAR,2 mph,0 mph,28.17 in,0.0 in,Haze,03,2020-03-03
05:30 ,88 F,68 F,52 %,SW,3 mph,0 mph,28.14 in,0.0 in,Partly Cloudy,03,2020-03-03
06:00 ,86 F,70 F,58 %,SSE,6 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-03
06:00 ,88 F,68 F,52 %,SSW,8 mph,0 mph,28.11 in,0.0 in,Partly Cloudy,03,2020-03-03
06:30 ,90 F,68 F,49 %,WSW,7 mph,0 mph,28.09 in,0.0 in,Fair,03,2020-03-03
07:00 ,90 F,68 F,49 %,WSW,5 mph,0 mph,28.09 in,0.0 in,Partly Cloudy,03,2020-03-03
07:30 ,90 F,68 F,49 %,NW,5 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,03,2020-03-03
08:00 ,91 F,66 F,43 %,NW,3 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-03
08:30 ,90 F,68 F,49 %,CALM,0 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-03
09:00 ,93 F,68 F,44 %,S,6 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
09:30 ,93 F,68 F,44 %,S,3 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
10:00 ,91 F,64 F,41 %,W,7 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
10:30 ,93 F,66 F,41 %,VAR,3 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
11:00 ,90 F,66 F,46 %,CALM,0 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
11:30 ,90 F,66 F,46 %,VAR,3 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-03
12:00 ,90 F,66 F,46 %,VAR,2 mph,0 mph,28.00 in,0.0 in,Haze,03,2020-03-03
12:30 ,88 F,70 F,55 %,E,6 mph,0 mph,28.00 in,0.0 in,Haze,03,2020-03-03
13:00,86 F,70 F,58 %,E,5 mph,0 mph,28.03 in,0.0 in,Haze,03,2020-03-03
13:30,86 F,70 F,58 %,E,6 mph,0 mph,28.03 in,0.0 in,Haze,03,2020-03-03
14:00,84 F,70 F,62 %,E,6 mph,0 mph,28.06 in,0.0 in,Haze,03,2020-03-03
14:30,84 F,70 F,62 %,E,6 mph,0 mph,28.06 in,0.0 in,Haze,03,2020-03-03
15:00,82 F,72 F,70 %,ENE,8 mph,0 mph,28.06 in,0.0 in,Haze,03,2020-03-03
15:30,81 F,72 F,74 %,E,6 mph,0 mph,28.09 in,0.0 in,Haze,03,2020-03-03
16:30,81 F,70 F,70 %,E,5 mph,0 mph,28.09 in,0.0 in,Haze,03,2020-03-03
02:00 ,72 F,70 F,94 %,NNW,3 mph,0 mph,28.06 in,0.0 in,Fog,03,2020-03-04
02:30 ,73 F,72 F,94 %,NW,2 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-04
03:00 ,75 F,72 F,89 %,NW,3 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-04
03:30 ,79 F,70 F,74 %,NW,5 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-04
04:00 ,81 F,68 F,65 %,NW,7 mph,0 mph,28.14 in,0.0 in,Fog,03,2020-03-04
04:30 ,82 F,66 F,58 %,WNW,5 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-04
05:00 ,82 F,64 F,54 %,WNW,5 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-04
05:30 ,84 F,63 F,48 %,WNW,6 mph,0 mph,28.14 in,0.0 in,Haze,03,2020-03-04
05:30 ,88 F,57 F,35 %,WNW,10 mph,0 mph,28.11 in,0.0 in,Fair,03,2020-03-04
06:00 ,86 F,59 F,40 %,NW,8 mph,0 mph,28.14 in,0.0 in,Fair,03,2020-03-04
06:00 ,88 F,59 F,38 %,WNW,8 mph,0 mph,28.11 in,0.0 in,Partly Cloudy,03,2020-03-04
06:30 ,90 F,59 F,36 %,WNW,9 mph,0 mph,28.09 in,0.0 in,Partly Cloudy,03,2020-03-04
07:00 ,90 F,57 F,33 %,NW,3 mph,0 mph,28.09 in,0.0 in,Partly Cloudy,03,2020-03-04
07:30 ,91 F,59 F,34 %,VAR,2 mph,0 mph,28.06 in,0.0 in,Fair,03,2020-03-04
08:00 ,93 F,59 F,32 %,WNW,6 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-04
08:30 ,93 F,61 F,34 %,SSW,7 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-04
09:00 ,95 F,59 F,30 %,W,5 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-04
09:30 ,93 F,59 F,32 %,WSW,7 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
10:00 ,93 F,61 F,34 %,SW,7 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
10:30 ,93 F,59 F,32 %,WNW,12 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
11:00 ,91 F,59 F,34 %,W,7 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
11:30 ,91 F,59 F,34 %,SW,7 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
12:00 ,90 F,59 F,36 %,WSW,5 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-04
12:30 ,88 F,59 F,38 %,WSW,3 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-04
13:00,88 F,59 F,38 %,W,5 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-04
13:30,86 F,59 F,40 %,SSW,7 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-04
14:00,86 F,61 F,43 %,SW,5 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-04
14:30,86 F,61 F,43 %,SW,5 mph,0 mph,28.03 in,0.0 in,Partly Cloudy,03,2020-03-04
15:00,84 F,61 F,45 %,SW,39 mph,0 mph,28.06 in,0.0 in,Partly Cloudy / Windy,03,2020-03-04
15:30,84 F,63 F,48 %,SW,3 mph,0 mph,28.06 in,0.0 in,Partly Cloudy,03,2020-03-04
02:00 ,68 F,64 F,88 %,CALM,0 mph,0 mph,28.03 in,0.0 in,Fog,03,2020-03-05
02:30 ,70 F,66 F,88 %,CALM,0 mph,0 mph,28.06 in,0.0 in,Fog,03,2020-03-05
03:00 ,73 F,70 F,88 %,CALM,0 mph,0 mph,28.09 in,0.0 in,Fog,03,2020-03-05
03:30 ,79 F,68 F,69 %,CALM,0 mph,0 mph,28.09 in,0.0 in,Fog,03,2020-03-05
04:00 ,81 F,68 F,65 %,CALM,0 mph,0 mph,28.11 in,0.0 in,Fog,03,2020-03-05
04:30 ,82 F,64 F,54 %,CALM,0 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-05
05:00 ,84 F,66 F,55 %,VAR,3 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-05
05:30 ,88 F,57 F,35 %,W,7 mph,0 mph,28.09 in,0.0 in,Haze,03,2020-03-05
05:30 ,86 F,64 F,48 %,VAR,3 mph,0 mph,28.11 in,0.0 in,Haze,03,2020-03-05
06:00 ,86 F,63 F,45 %,VAR,3 mph,0 mph,28.09 in,0.0 in,Haze,03,2020-03-05
06:00 ,90 F,59 F,36 %,VAR,3 mph,0 mph,28.06 in,0.0 in,Fair,03,2020-03-05
06:30 ,90 F,54 F,29 %,CALM,0 mph,0 mph,28.06 in,0.0 in,Fair,03,2020-03-05
07:00 ,90 F,54 F,29 %,CALM,0 mph,0 mph,28.03 in,0.0 in,Fair,03,2020-03-05
07:30 ,91 F,55 F,29 %,CALM,0 mph,0 mph,28.00 in,0.0 in,Fair,03,2020-03-05
08:00 ,93 F,55 F,28 %,W,5 mph,0 mph,27.97 in,0.0 in,Fair,03,2020-03-05
08:30 ,93 F,57 F,30 %,WSW,5 mph,0 mph,27.97 in,0.0 in,Fair,03,2020-03-05
09:00 ,93 F,57 F,30 %,WSW,5 mph,0 mph,27.95 in,0.0 in,Fair,03,2020-03-05
09:30 ,93 F,57 F,30 %,W,8 mph,0 mph,27.95 in,0.0 in,Fair,03,2020-03-05
10:00 ,91 F,57 F,31 %,WSW,7 mph,0 mph,27.95 in,0.0 in,Partly Cloudy,03,2020-03-05
10:30 ,91 F,57 F,31 %,WSW,8 mph,0 mph,27.95 in,0.0 in,Partly Cloudy,03,2020-03-05
11:00 ,90 F,68 F,49 %,E,6 mph,0 mph,27.95 in,0.0 in,Partly Cloudy,03,2020-03-05
11:30 ,84 F,72 F,66 %,E,7 mph,0 mph,27.95 in,0.0 in,Partly Cloudy,03,2020-03-05
12:00 ,84 F,72 F,66 %,E,5 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-05
12:30 ,82 F,72 F,70 %,E,6 mph,0 mph,27.97 in,0.0 in,Partly Cloudy,03,2020-03-05
13:00,82 F,72 F,70 %,E,6 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-05
13:30,82 F,72 F,70 %,E,6 mph,0 mph,28.00 in,0.0 in,Partly Cloudy,03,2020-03-05
